label,parent_label,idx,parent_idx
"['fresh_food', 'fresh_foods']","['food', 'solid_food']",803,211
"['stoplight', 'brake_light']",['visual_signal'],804,595
"['diver', 'frogman', 'underwater_diver']","['explorer', 'adventurer']",805,456
"['yogurt', 'yoghurt', 'yoghourt']",['dairy_product'],806,1260
['button'],"['artifact', 'artefact']",807,381
['precipice'],"['cliff', 'drop', 'drop-off']",808,134
['Greek_fire'],['mixture'],809,550
"['liquid_body_substance', 'bodily_fluid', 'body_fluid', 'humor', 'humour']",['body_substance'],810,572
"['post', 'stake']",['visual_signal'],811,595
"['commissariat', 'provisions', 'provender', 'viands', 'victuals']","['food', 'nutrient']",812,139
"['extraterrestrial_object', 'estraterrestrial_body']",['natural_object'],813,204
['anachronism'],"['artifact', 'artefact']",814,381
"['flare', 'flash']",['visual_signal'],815,595
['lowland'],"['natural_depression', 'depression']",816,203
['seafood'],"['food', 'solid_food']",817,211
"['sinkhole', 'sink', 'swallow_hole']","['natural_depression', 'depression']",818,203
"['contaminant', 'contamination']","['material', 'stuff']",819,500
['diamagnet'],"['material', 'stuff']",820,500
"['flag', 'signal_flag']",['visual_signal'],821,595
['trough'],"['natural_depression', 'depression']",822,203
"['body', 'organic_structure', 'physical_structure']",['natural_object'],823,204
"['lakeside', 'lakeshore']",['shore'],824,467
"['earth', 'ground']","['material', 'stuff']",825,500
['convenience_food'],"['food', 'solid_food']",826,211
"['abrasive', 'abradant', 'abrasive_material']","['material', 'stuff']",827,500
"['decoration', 'ornament', 'ornamentation']","['artifact', 'artefact']",828,381
"['pitcher', 'hurler', 'twirler']","['ballplayer', 'baseball_player']",829,1242
"['discharge', 'emission']","['material', 'stuff']",830,500
['squeaker'],"['artifact', 'artefact']",831,381
['withdrawer'],['contestant'],832,133
['weight'],"['artifact', 'artefact']",833,381
['junk_food'],"['food', 'solid_food']",834,211
"['disk', 'disc', 'saucer']",['round_shape'],835,153
['cell'],"['living_thing', 'animate_thing']",836,411
['antiquity'],"['artifact', 'artefact']",837,381
['surface'],"['artifact', 'artefact']",838,381
['animal_material'],"['material', 'stuff']",839,500
"['instrumentality', 'instrumentation']","['artifact', 'artefact']",840,381
['butter'],['dairy_product'],841,1260
"['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']","['food', 'nutrient']",842,139
"['valley', 'vale']","['natural_depression', 'depression']",843,203
['cheese'],['dairy_product'],844,1260
['sorbate'],"['material', 'stuff']",845,500
"['windsock', 'wind_sock', 'sock', 'air_sock', 'air-sleeve', 'wind_sleeve', 'wind_cone', 'drogue']",['visual_signal'],846,595
['long_shot'],['contestant'],847,133
['excavation'],"['artifact', 'artefact']",848,381
"[""barber's_pole""]",['visual_signal'],849,595
['cone'],"['artifact', 'artefact']",850,381
['sphere'],['round_shape'],851,153
['restoration'],"['artifact', 'artefact']",852,381
"['piece_of_cloth', 'piece_of_material']","['fabric', 'cloth', 'material', 'textile']",853,745
['basin'],"['natural_depression', 'depression']",854,203
"['builder', 'detergent_builder']","['material', 'stuff']",855,500
"['padding', 'cushioning']","['artifact', 'artefact']",856,381
['Americana'],"['artifact', 'artefact']",857,381
"['rocket', 'skyrocket']",['visual_signal'],858,595
['cylinder'],['solid'],859,672
"['packing_material', 'packing', 'wadding']","['material', 'stuff']",860,500
['wad'],"['material', 'stuff']",861,500
"['transparent_substance', 'translucent_substance']","['material', 'stuff']",862,500
"['coconut', 'coconut_meat']","['food', 'solid_food']",863,211
['armband'],['visual_signal'],864,595
"['sheet', 'flat_solid']","['artifact', 'artefact']",865,381
['life'],"['living_thing', 'animate_thing']",866,411
['leftovers'],"['food', 'solid_food']",867,211
['tangle'],['natural_object'],868,204
['ballast'],"['material', 'stuff']",869,500
"['lemon', 'stinker']","['artifact', 'artefact']",870,381
['HAZMAT'],"['material', 'stuff']",871,500
['sealing_material'],"['material', 'stuff']",872,500
"['loser', 'also-ran']",['contestant'],873,133
"['plaything', 'toy']","['artifact', 'artefact']",874,381
['salvage'],"['commodity', 'trade_good', 'good']",875,763
"['boundary', 'edge', 'bound']",['line'],876,470
['aggregate'],"['material', 'stuff']",877,500
"['bed', 'bottom']","['natural_depression', 'depression']",878,203
"['vernix', 'vernix_caseosa']","['material', 'stuff']",879,500
"['rock', 'stone']","['material', 'stuff']",880,500
"['mountain', 'mount']","['natural_elevation', 'elevation']",881,507
"['culture_medium', 'medium']","['food', 'nutrient']",882,139
"['rock', 'stone']",['natural_object'],883,204
['chocolate'],"['food', 'solid_food']",884,211
['swell'],"['natural_elevation', 'elevation']",885,507
"['whirl', 'swirl', 'vortex', 'convolution']",['round_shape'],886,153
"['produce', 'green_goods', 'green_groceries', 'garden_truck']","['food', 'solid_food']",887,211
['block'],"['artifact', 'artefact']",888,381
"['foodstuff', 'food_product']","['food', 'nutrient']",889,139
"['trench', 'deep', 'oceanic_abyss']","['natural_depression', 'depression']",890,203
"['plant_part', 'plant_structure']",['natural_object'],891,204
['micronutrient'],"['food', 'nutrient']",892,139
['ready-made'],"['artifact', 'artefact']",893,381
"['beacon', 'beacon_fire']",['visual_signal'],894,595
['slop'],"['food', 'solid_food']",895,211
['line'],"['artifact', 'artefact']",896,381
['consolidation'],['natural_object'],897,204
['pothunter'],['contestant'],898,133
['body'],['natural_object'],899,204
"['atom', 'molecule', 'particle', 'corpuscle', 'mote', 'speck']","['material', 'stuff']",900,500
"['layer', 'bed']","['artifact', 'artefact']",901,381
"['opposition', 'opponent', 'opposite']",['contestant'],902,133
['radiator'],['natural_object'],903,204
['undercut'],"['material', 'stuff']",904,500
"['universe', 'existence', 'creation', 'world', 'cosmos', 'macrocosm']",['natural_object'],905,204
"['hot_spring', 'thermal_spring']","['spring', 'fountain', 'outflow', 'outpouring', 'natural_spring']",906,368
"['insulator', 'dielectric', 'nonconductor']","['material', 'stuff']",907,500
"['coloring_material', 'colouring_material', 'color', 'colour']","['material', 'stuff']",908,500
['radioactive_material'],"['material', 'stuff']",909,500
"['promontory', 'headland', 'head', 'foreland']","['natural_elevation', 'elevation']",910,507
['mystification'],"['artifact', 'artefact']",911,381
['sample'],['natural_object'],912,204
"['sorbent', 'sorbent_material']","['material', 'stuff']",913,500
"['bedding_material', 'bedding', 'litter']","['material', 'stuff']",914,500
['asterism'],['natural_object'],915,204
['vaulting'],"['structure', 'construction']",916,779
['drawing_paper'],['paper'],917,799
"['gusset', 'inset']","['piece_of_cloth', 'piece_of_material']",918,853
['inlay'],"['decoration', 'ornament', 'ornamentation']",919,828
"['memory', 'computer_memory', 'storage', 'computer_storage', 'store', 'memory_board']","['hardware', 'computer_hardware']",920,701
['wish-wash'],"['beverage', 'drink', 'drinkable', 'potable']",921,747
"['seaside', 'seaboard']","['seashore', 'coast', 'seacoast', 'sea-coast']",922,743
"['kernel', 'meat']","['plant_part', 'plant_structure']",923,891
['paper_tape'],['paper'],924,799
['linen'],"['fabric', 'cloth', 'material', 'textile']",925,745
['shirting'],"['fabric', 'cloth', 'material', 'textile']",926,745
['kite'],"['plaything', 'toy']",927,874
"['pit', 'quarry', 'stone_pit']",['excavation'],928,848
['biological_clock'],['mechanism'],929,754
['canopy'],['covering'],930,790
"['cocoa', 'chocolate', 'hot_chocolate', 'drinking_chocolate']","['beverage', 'drink', 'drinkable', 'potable']",931,747
['edible_fruit'],['fruit'],932,3390
"['blotting_paper', 'blotter']",['paper'],933,799
['side'],['surface'],934,838
['skater'],"['athlete', 'jock']",935,676
['native'],"['organism', 'being']",936,802
['concentrate'],"['foodstuff', 'food_product']",937,889
['nailhead'],"['decoration', 'ornament', 'ornamentation']",938,828
['herringbone'],"['fabric', 'cloth', 'material', 'textile']",939,745
['alpaca'],"['fabric', 'cloth', 'material', 'textile']",940,745
['ticker_tape'],['paper'],941,799
['thallus'],"['plant_part', 'plant_structure']",942,891
['drape'],['covering'],943,790
"['blackboard', 'chalkboard']","['sheet', 'flat_solid']",944,865
"['perishable', 'spoilable']","['foodstuff', 'food_product']",945,889
"['Lego', 'Lego_set']","['plaything', 'toy']",946,874
"['fruit_drink', 'ade']","['beverage', 'drink', 'drinkable', 'potable']",947,747
['superstructure'],"['structure', 'construction']",948,779
['Christmas_tree'],"['decoration', 'ornament', 'ornamentation']",949,828
"['etamine', 'etamin']","['fabric', 'cloth', 'material', 'textile']",950,745
['cotton'],"['fabric', 'cloth', 'material', 'textile']",951,745
['laminate'],['lamination'],952,1142
['prophyll'],"['plant_part', 'plant_structure']",953,891
['cockade'],"['decoration', 'ornament', 'ornamentation']",954,828
"['littoral', 'litoral', 'littoral_zone', 'sands']","['seashore', 'coast', 'seacoast', 'sea-coast']",955,743
['broadcloth'],"['fabric', 'cloth', 'material', 'textile']",956,745
['lisle'],"['fabric', 'cloth', 'material', 'textile']",957,745
"['silage', 'ensilage']","['feed', 'provender']",958,788
"['frozen_food', 'frozen_foods']","['foodstuff', 'food_product']",959,889
"['eukaryote', 'eucaryote']","['organism', 'being']",960,802
['sheeting'],"['fabric', 'cloth', 'material', 'textile']",961,745
['kaleidoscope'],"['plaything', 'toy']",962,874
['stuffing'],"['padding', 'cushioning']",963,856
"['concoction', 'mixture', 'intermixture']","['foodstuff', 'food_product']",964,889
['greaseproof_paper'],['paper'],965,799
['lacrosse_player'],"['athlete', 'jock']",966,676
['lobe'],"['plant_part', 'plant_structure']",967,891
"['slop', 'slops', 'swill', 'pigswill', 'pigwash']","['feed', 'provender']",968,788
['Roman_building'],['antiquity'],969,837
['hood'],['covering'],970,790
"['water_pistol', 'water_gun', 'squirt_gun', 'squirter']","['plaything', 'toy']",971,874
"['panting', 'trousering']","['fabric', 'cloth', 'material', 'textile']",972,745
['vitamin'],"['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']",973,842
"['floor_cover', 'floor_covering']",['covering'],974,790
"['pinwheel', 'pinwheel_wind_collector']","['plaything', 'toy']",975,874
"['leatherette', 'imitation_leather']","['fabric', 'cloth', 'material', 'textile']",976,745
['honeycomb'],"['structure', 'construction']",977,779
['organza'],"['fabric', 'cloth', 'material', 'textile']",978,745
['aril'],"['plant_part', 'plant_structure']",979,891
['dimity'],"['fabric', 'cloth', 'material', 'textile']",980,745
['carrier'],"['organism', 'being']",981,802
['fig_leaf'],['covering'],982,790
['oil_cake'],"['feed', 'provender']",983,788
['planking'],['covering'],984,790
['milk'],"['liquid_body_substance', 'bodily_fluid', 'body_fluid', 'humor', 'humour']",985,810
"['vaulter', 'pole_vaulter', 'pole_jumper']","['athlete', 'jock']",986,676
['stander'],"['organism', 'being']",987,802
['delf'],['excavation'],988,848
['gargoyle'],"['decoration', 'ornament', 'ornamentation']",989,828
"['papier-mache', 'paper-mache']",['paper'],990,799
['computer_paper'],['paper'],991,799
"['cud', 'rechewed_food']","['feed', 'provender']",992,788
['yoke'],"['fabric', 'cloth', 'material', 'textile']",993,745
['puree'],"['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']",994,842
['host'],"['organism', 'being']",995,802
['adornment'],"['decoration', 'ornament', 'ornamentation']",996,828
['olive_drab'],"['fabric', 'cloth', 'material', 'textile']",997,745
['sledder'],"['athlete', 'jock']",998,676
['mate'],"['beverage', 'drink', 'drinkable', 'potable']",999,747
['moleskin'],"['fabric', 'cloth', 'material', 'textile']",1000,745
"['coffee', 'java']","['beverage', 'drink', 'drinkable', 'potable']",1001,747
['milk'],"['beverage', 'drink', 'drinkable', 'potable']",1002,747
['panel'],"['sheet', 'flat_solid']",1003,865
"['newspaper', 'newsprint']",['paper'],1004,799
['pina_cloth'],"['fabric', 'cloth', 'material', 'textile']",1005,745
['alp'],"['mountain', 'mount']",1006,881
['pollen_tube'],"['plant_part', 'plant_structure']",1007,891
"['platform', 'weapons_platform']","['structure', 'construction']",1008,779
['balloon'],"['plaything', 'toy']",1009,874
"['bore', 'bore-hole', 'drill_hole']",['excavation'],1010,848
['diet'],['fare'],1011,769
"['egg', 'eggs']","['foodstuff', 'food_product']",1012,889
['tread'],['surface'],1013,838
['bank'],['ridge'],1014,720
['fizz'],"['beverage', 'drink', 'drinkable', 'potable']",1015,747
['ravine'],"['valley', 'vale']",1016,843
['marseille'],"['fabric', 'cloth', 'material', 'textile']",1017,745
"['hopsacking', 'hopsack']","['fabric', 'cloth', 'material', 'textile']",1018,745
"['plaster', 'plasterwork']",['surface'],1019,838
['Olympian'],"['athlete', 'jock']",1020,676
['balcony'],"['structure', 'construction']",1021,779
['curd'],"['foodstuff', 'food_product']",1022,889
"['defensive_structure', 'defense', 'defence']","['structure', 'construction']",1023,779
['roller'],['cylinder'],1024,859
"['plate', 'photographic_plate']","['sheet', 'flat_solid']",1025,865
['instep'],['covering'],1026,790
"['central_processing_unit', 'CPU', 'C.P.U.', 'central_processor', 'processor', 'mainframe']",['electronic_equipment'],1027,2441
['projection'],"['structure', 'construction']",1028,779
['bombazine'],"['fabric', 'cloth', 'material', 'textile']",1029,745
"['rep', 'repp']","['fabric', 'cloth', 'material', 'textile']",1030,745
['tea-like_drink'],"['beverage', 'drink', 'drinkable', 'potable']",1031,747
"['fruit_juice', 'fruit_crush']","['beverage', 'drink', 'drinkable', 'potable']",1032,747
"['dainty', 'delicacy', 'goody', 'kickshaw', 'treat']","['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']",1033,842
['scrapple'],['dish'],1034,1405
['overlay'],"['decoration', 'ornament', 'ornamentation']",1035,828
"['Meccano', 'Meccano_set']","['plaything', 'toy']",1036,874
"['planographic_printing', 'planography']","['printing', 'printing_process']",1037,708
['chafing_gear'],['covering'],1038,790
"['chow', 'chuck', 'eats', 'grub']",['fare'],1039,769
['parchment'],['paper'],1040,799
['writing_paper'],['paper'],1041,799
['oenomel'],"['beverage', 'drink', 'drinkable', 'potable']",1042,747
['necklet'],"['decoration', 'ornament', 'ornamentation']",1043,828
"['tartan', 'plaid']","['fabric', 'cloth', 'material', 'textile']",1044,745
"['dishrag', 'dishcloth']","['piece_of_cloth', 'piece_of_material']",1045,853
['amphidiploid'],"['organism', 'being']",1046,802
['pogo_stick'],"['plaything', 'toy']",1047,874
['transept'],"['structure', 'construction']",1048,779
['rayon'],"['fabric', 'cloth', 'material', 'textile']",1049,745
['guide'],"['structure', 'construction']",1050,779
['lint'],"['fabric', 'cloth', 'material', 'textile']",1051,745
"['animal', 'animate_being', 'beast', 'brute', 'creature', 'fauna']","['organism', 'being']",1052,802
['hooker'],"['athlete', 'jock']",1053,676
['pinata'],"['plaything', 'toy']",1054,874
"['grain', 'food_grain', 'cereal']","['foodstuff', 'food_product']",1055,889
['breadstuff'],"['foodstuff', 'food_product']",1056,889
['confetti'],['paper'],1057,799
['screening'],"['fabric', 'cloth', 'material', 'textile']",1058,745
['frozen_yogurt'],['frozen_dessert'],1059,4428
"['colleague', 'co-worker', 'fellow_worker', 'workfellow']",['associate'],1060,752
['wheat_germ'],"['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']",1061,842
"['life_preserver', 'preserver', 'flotation_device']",['float'],1062,784
"['tail_fin', 'tailfin', 'fin']","['decoration', 'ornament', 'ornamentation']",1063,828
['adjunct'],['associate'],1064,752
['altar'],"['structure', 'construction']",1065,779
['foulard'],"['fabric', 'cloth', 'material', 'textile']",1066,745
['mixer'],"['beverage', 'drink', 'drinkable', 'potable']",1067,747
['cambric'],"['fabric', 'cloth', 'material', 'textile']",1068,745
['shoebox'],"['structure', 'construction']",1069,779
"['paddle_box', 'paddle-box']",['covering'],1070,790
['blank'],"['sheet', 'flat_solid']",1071,865
['dietary'],['fare'],1072,769
['Velcro'],"['fabric', 'cloth', 'material', 'textile']",1073,745
['bunting'],"['fabric', 'cloth', 'material', 'textile']",1074,745
"['suede_cloth', 'suede']","['fabric', 'cloth', 'material', 'textile']",1075,745
['pongee'],"['fabric', 'cloth', 'material', 'textile']",1076,745
"['seesaw', 'teeter', 'teeter-totter', 'teetertotter', 'teeterboard', 'tilting_board', 'dandle_board']","['plaything', 'toy']",1077,874
"['business', 'concern', 'business_concern', 'business_organization', 'business_organisation']",['enterprise'],1078,735
"['coil', 'spiral', 'volute', 'whorl', 'helix']","['structure', 'construction']",1079,779
['hood_ornament'],"['decoration', 'ornament', 'ornamentation']",1080,828
['pad'],"['padding', 'cushioning']",1081,856
['ginger_beer'],"['beverage', 'drink', 'drinkable', 'potable']",1082,747
['near_beer'],"['beverage', 'drink', 'drinkable', 'potable']",1083,747
"['duffel', 'duffle']","['fabric', 'cloth', 'material', 'textile']",1084,745
"['spiral', 'volute']","['decoration', 'ornament', 'ornamentation']",1085,828
['Viyella'],"['fabric', 'cloth', 'material', 'textile']",1086,745
['matting'],['covering'],1087,790
['oilcloth'],"['fabric', 'cloth', 'material', 'textile']",1088,745
['stipule'],"['plant_part', 'plant_structure']",1089,891
['smoothie'],"['beverage', 'drink', 'drinkable', 'potable']",1090,747
['gingham'],"['fabric', 'cloth', 'material', 'textile']",1091,745
['deathtrap'],"['structure', 'construction']",1092,779
['barrier'],['mechanism'],1093,754
['duck'],"['fabric', 'cloth', 'material', 'textile']",1094,745
['shantung'],"['fabric', 'cloth', 'material', 'textile']",1095,745
['folder'],['covering'],1096,790
['architectural_ornament'],"['decoration', 'ornament', 'ornamentation']",1097,828
['card'],['paper'],1098,799
"['plant', 'flora', 'plant_life']","['organism', 'being']",1099,802
['swinger'],"['athlete', 'jock']",1100,676
['calyptra'],"['plant_part', 'plant_structure']",1101,891
"['lookout', 'observation_tower', 'lookout_station', 'observatory']","['structure', 'construction']",1102,779
"['merchandise', 'ware', 'product']","['commodity', 'trade_good', 'good']",1103,763
"['horizontal_surface', 'level']",['surface'],1104,838
['scrim'],"['fabric', 'cloth', 'material', 'textile']",1105,745
['postdiluvian'],"['organism', 'being']",1106,802
"['conveyance', 'transport']","['instrumentality', 'instrumentation']",1107,840
['cobweb'],"['fabric', 'cloth', 'material', 'textile']",1108,745
"['hollow', 'holler']","['valley', 'vale']",1109,843
"['mackintosh', 'macintosh']","['fabric', 'cloth', 'material', 'textile']",1110,745
['sheet_metal'],"['sheet', 'flat_solid']",1111,865
['cocoa'],"['foodstuff', 'food_product']",1112,889
['saprobe'],"['organism', 'being']",1113,802
"['roofing_paper', 'tar_paper']",['paper'],1114,799
['casing'],['covering'],1115,790
['tammy'],"['fabric', 'cloth', 'material', 'textile']",1116,745
"['ingredient', 'fixings']","['foodstuff', 'food_product']",1117,889
"['ways', 'shipway', 'slipway']","['structure', 'construction']",1118,779
['runner'],"['athlete', 'jock']",1119,676
['popgun'],"['plaything', 'toy']",1120,874
['nankeen'],"['fabric', 'cloth', 'material', 'textile']",1121,745
['oilpaper'],['paper'],1122,799
['waste_paper'],['paper'],1123,799
['nullah'],"['valley', 'vale']",1124,843
['quilting'],"['fabric', 'cloth', 'material', 'textile']",1125,745
"['graffito', 'graffiti']","['decoration', 'ornament', 'ornamentation']",1126,828
['sharpshooter'],"['athlete', 'jock']",1127,676
['corn_gluten_feed'],"['feed', 'provender']",1128,788
['chino'],"['fabric', 'cloth', 'material', 'textile']",1129,745
['brass'],"['decoration', 'ornament', 'ornamentation']",1130,828
['individual'],"['organism', 'being']",1131,802
"['wool', 'woolen', 'woollen']","['fabric', 'cloth', 'material', 'textile']",1132,745
['nucellus'],"['plant_part', 'plant_structure']",1133,891
['seersucker'],"['fabric', 'cloth', 'material', 'textile']",1134,745
['shag'],"['fabric', 'cloth', 'material', 'textile']",1135,745
['polymorph'],"['organism', 'being']",1136,802
['blood_meal'],"['feed', 'provender']",1137,788
"['microorganism', 'micro-organism']","['organism', 'being']",1138,802
['trestlework'],"['structure', 'construction']",1139,779
['jumper'],"['athlete', 'jock']",1140,676
['transfer_paper'],['paper'],1141,799
['lamination'],"['structure', 'construction']",1142,779
"['utterer', 'vocalizer', 'vocaliser']","['organism', 'being']",1143,802
"['handkerchief', 'hankie', 'hanky', 'hankey']","['piece_of_cloth', 'piece_of_material']",1144,853
['moquette'],"['fabric', 'cloth', 'material', 'textile']",1145,745
"['hardware', 'ironware']","['instrumentality', 'instrumentation']",1146,840
"['clothing', 'article_of_clothing', 'vesture', 'wear', 'wearable', 'habiliment']",['consumer_goods'],1147,1170
['garnish'],"['decoration', 'ornament', 'ornamentation']",1148,828
['eater'],"['produce', 'green_goods', 'green_groceries', 'garden_truck']",1149,887
['chiffon'],"['fabric', 'cloth', 'material', 'textile']",1150,745
['fungus'],"['organism', 'being']",1151,802
['fungible'],"['commodity', 'trade_good', 'good']",1152,763
['pycnidium'],"['plant_part', 'plant_structure']",1153,891
['lace'],"['fabric', 'cloth', 'material', 'textile']",1154,745
"['backing', 'mount']","['layer', 'bed']",1155,901
['esker'],['ridge'],1156,720
['creep_feed'],"['feed', 'provender']",1157,788
"['worldly_possession', 'worldly_good']","['commodity', 'trade_good', 'good']",1158,763
"['camouflage', 'camo']","['fabric', 'cloth', 'material', 'textile']",1159,745
['rattle'],"['plaything', 'toy']",1160,874
['diploid'],"['organism', 'being']",1161,802
['sprig'],"['decoration', 'ornament', 'ornamentation']",1162,828
['cloth_covering'],['covering'],1163,790
['wax_paper'],['paper'],1164,799
['parasite'],"['organism', 'being']",1165,802
"['wind_chime', 'wind_bell']","['decoration', 'ornament', 'ornamentation']",1166,828
['arabesque'],"['decoration', 'ornament', 'ornamentation']",1167,828
['silk'],"['fabric', 'cloth', 'material', 'textile']",1168,745
['chenille'],"['fabric', 'cloth', 'material', 'textile']",1169,745
['consumer_goods'],"['commodity', 'trade_good', 'good']",1170,763
['button'],"['plant_part', 'plant_structure']",1171,891
"['lungi', 'lungyi', 'longyi']","['piece_of_cloth', 'piece_of_material']",1172,853
['shirttail'],"['fabric', 'cloth', 'material', 'textile']",1173,745
['pique'],"['fabric', 'cloth', 'material', 'textile']",1174,745
['starches'],"['foodstuff', 'food_product']",1175,889
['cricketer'],"['athlete', 'jock']",1176,676
['point'],"['promontory', 'headland', 'head', 'foreland']",1177,910
"['relative', 'congener', 'congenator', 'congeneric']","['organism', 'being']",1178,802
['elastic'],"['fabric', 'cloth', 'material', 'textile']",1179,745
"['spandrel', 'spandril']",['surface'],1180,838
"['folderal', 'falderol', 'frill', 'gimcrackery', 'gimcrack', 'nonsense', 'trumpery']","['decoration', 'ornament', 'ornamentation']",1181,828
"['professional', 'pro']","['athlete', 'jock']",1182,676
['amateur'],"['athlete', 'jock']",1183,676
"['house_of_cards', 'cardhouse', 'card-house', 'cardcastle']","['structure', 'construction']",1184,779
"['board', 'table']",['fare'],1185,769
['skier'],"['athlete', 'jock']",1186,676
['cattle_cake'],"['feed', 'provender']",1187,788
['implement'],"['instrumentality', 'instrumentation']",1188,840
['cockhorse'],"['plaything', 'toy']",1189,874
['mince'],"['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']",1190,842
"['working', 'workings']",['excavation'],1191,848
['gynostegium'],"['plant_part', 'plant_structure']",1192,891
"['landing', 'landing_place']","['structure', 'construction']",1193,779
"['cotton_flannel', 'Canton_flannel']","['fabric', 'cloth', 'material', 'textile']",1194,745
"['sheet', 'piece_of_paper', 'sheet_of_paper']",['paper'],1195,799
"['basic', 'staple']","['commodity', 'trade_good', 'good']",1196,763
['stammel'],"['fabric', 'cloth', 'material', 'textile']",1197,745
['receptacle'],"['plant_part', 'plant_structure']",1198,891
"['weaponry', 'arms', 'implements_of_war', 'weapons_system', 'munition']","['instrumentality', 'instrumentation']",1199,840
['ripple_mark'],['ridge'],1200,720
"['bird_feed', 'bird_food', 'birdseed']","['feed', 'provender']",1201,788
['aba'],"['fabric', 'cloth', 'material', 'textile']",1202,745
"['teddy', 'teddy_bear']","['plaything', 'toy']",1203,874
"['cap', 'pileus']","['plant_part', 'plant_structure']",1204,891
['wrapping_paper'],['paper'],1205,799
['kosher'],"['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']",1206,842
['chamois_cloth'],"['piece_of_cloth', 'piece_of_material']",1207,853
"['manifold_paper', 'manifold']",['paper'],1208,799
"['toiletry', 'toilet_articles']","['instrumentality', 'instrumentation']",1209,840
['conspecific'],"['organism', 'being']",1210,802
['drapery'],"['fabric', 'cloth', 'material', 'textile']",1211,745
['anaerobe'],"['organism', 'being']",1212,802
"['mutant', 'mutation', 'variation', 'sport']","['organism', 'being']",1213,802
['flannelette'],"['fabric', 'cloth', 'material', 'textile']",1214,745
"['animalcule', 'animalculum']","['organism', 'being']",1215,802
['pool'],['excavation'],1216,848
"['carob', 'carob_powder', ""Saint-John's-bread""]","['foodstuff', 'food_product']",1217,889
['falsie'],"['padding', 'cushioning']",1218,856
"['net', 'network', 'mesh', 'meshing', 'meshwork']","['fabric', 'cloth', 'material', 'textile']",1219,745
['cooler'],"['beverage', 'drink', 'drinkable', 'potable']",1220,747
['course'],"['nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'victuals']",1221,842
['swimmer'],"['athlete', 'jock']",1222,676
"['centerpiece', 'centrepiece']","['decoration', 'ornament', 'ornamentation']",1223,828
['moreen'],"['fabric', 'cloth', 'material', 'textile']",1224,745
['seamount'],"['mountain', 'mount']",1225,881
['potion'],"['beverage', 'drink', 'drinkable', 'potable']",1226,747
"['root_cellar', 'cellar']",['excavation'],1227,848
['graph_paper'],['paper'],1228,799
['acrylic'],"['fabric', 'cloth', 'material', 'textile']",1229,745
['container'],"['instrumentality', 'instrumentation']",1230,840
"['set-back', 'setoff', 'offset']","['structure', 'construction']",1231,779
"['cord', 'corduroy']","['fabric', 'cloth', 'material', 'textile']",1232,745
['gabardine'],"['fabric', 'cloth', 'material', 'textile']",1233,745
['earmuff'],['covering'],1234,790
['voile'],"['fabric', 'cloth', 'material', 'textile']",1235,745
['guimpe'],"['piece_of_cloth', 'piece_of_material']",1236,853
['cultivar'],['variety'],1237,712
"['screen', 'silver_screen', 'projection_screen']",['surface'],1238,838
['flap'],['covering'],1239,790
"['crepe', 'crape']","['fabric', 'cloth', 'material', 'textile']",1240,745
['cloak'],['covering'],1241,790
"['ballplayer', 'baseball_player']","['athlete', 'jock']",1242,676
"['mound', 'hill']","['structure', 'construction']",1243,779
"['carbon_paper', 'carbon']",['paper'],1244,799
"['clone', 'clon']","['organism', 'being']",1245,802
['work_surface'],['surface'],1246,838
"['khadi', 'khaddar']","['fabric', 'cloth', 'material', 'textile']",1247,745
['glen'],"['valley', 'vale']",1248,843
"['beading', 'beadwork']","['decoration', 'ornament', 'ornamentation']",1249,828
['damask'],"['fabric', 'cloth', 'material', 'textile']",1250,745
['bubble'],['covering'],1251,790
['zooid'],"['organism', 'being']",1252,802
['tracing_paper'],['paper'],1253,799
['baize'],"['fabric', 'cloth', 'material', 'textile']",1254,745
['flannel'],"['fabric', 'cloth', 'material', 'textile']",1255,745
['stick_horse'],"['plaything', 'toy']",1256,874
['rice_paper'],['paper'],1257,799
['bascule'],"['structure', 'construction']",1258,779
['velvet'],"['fabric', 'cloth', 'material', 'textile']",1259,745
['dairy_product'],"['foodstuff', 'food_product']",1260,889
"['substitute', 'reserve', 'second-stringer']","['athlete', 'jock']",1261,676
['fustian'],"['fabric', 'cloth', 'material', 'textile']",1262,745
"['hybrid', 'crossbreed', 'cross']","['organism', 'being']",1263,802
"['partition', 'divider']","['structure', 'construction']",1264,779
['parent'],"['organism', 'being']",1265,802
['towel'],"['piece_of_cloth', 'piece_of_material']",1266,853
['benthos'],"['organism', 'being']",1267,802
"['groundsheet', 'ground_cloth']","['piece_of_cloth', 'piece_of_material']",1268,853
"['terry', 'terry_cloth', 'terrycloth']","['fabric', 'cloth', 'material', 'textile']",1269,745
['mine'],['excavation'],1270,848
['dwarf'],"['organism', 'being']",1271,802
